2020-05-16 09:34:44,241 [Worker-5: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2020-05-16 09:46:13,185 [Worker-30: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://52.5.53.15:8081/nexus/content/groups/public/org/springframework/boot/spring-boot-starter-parent/2.1.4.RELEASE/spring-boot-starter-parent-2.1.4.RELEASE.pom
2020-05-16 09:46:13,462 [Worker-30: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://52.5.53.15:8081/nexus/content/groups/public/org/springframework/boot/spring-boot-starter-parent/2.1.4.RELEASE/spring-boot-starter-parent-2.1.4.RELEASE.pom
2020-05-16 09:46:13,736 [Worker-30: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://52.5.53.15:8081/nexus/content/groups/public/org/springframework/boot/spring-boot-dependencies/2.1.4.RELEASE/spring-boot-dependencies-2.1.4.RELEASE.pom
2020-05-16 09:46:14,754 [Worker-30: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://52.5.53.15:8081/nexus/content/groups/public/org/springframework/boot/spring-boot-dependencies/2.1.4.RELEASE/spring-boot-dependencies-2.1.4.RELEASE.pom
2020-05-16 09:46:15,241 [Worker-30: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://52.5.53.15:8081/nexus/content/groups/public/io/netty/netty-bom/4.1.34.Final/netty-bom-4.1.34.Final.pom
2020-05-16 09:46:15,521 [Worker-30: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://52.5.53.15:8081/nexus/content/groups/public/io/netty/netty-bom/4.1.34.Final/netty-bom-4.1.34.Final.pom
2020-05-16 09:46:15,832 [Worker-30: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://52.5.53.15:8081/nexus/content/groups/public/io/projectreactor/reactor-bom/Californium-SR6/reactor-bom-Californium-SR6.pom
2020-05-16 09:46:16,098 [Worker-30: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://52.5.53.15:8081/nexus/content/groups/public/io/projectreactor/reactor-bom/Californium-SR6/reactor-bom-Californium-SR6.pom
2020-05-16 09:46:16,381 [Worker-30: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://52.5.53.15:8081/nexus/content/groups/public/org/apache/logging/log4j/log4j-bom/2.11.2/log4j-bom-2.11.2.pom
2020-05-16 09:46:16,673 [Worker-30: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://52.5.53.15:8081/nexus/content/groups/public/org/apache/logging/log4j/log4j-bom/2.11.2/log4j-bom-2.11.2.pom
2020-05-16 09:46:16,998 [Worker-30: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://52.5.53.15:8081/nexus/content/groups/public/org/eclipse/jetty/jetty-bom/9.4.15.v20190215/jetty-bom-9.4.15.v20190215.pom
2020-05-16 09:46:17,289 [Worker-30: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://52.5.53.15:8081/nexus/content/groups/public/org/eclipse/jetty/jetty-bom/9.4.15.v20190215/jetty-bom-9.4.15.v20190215.pom
